id,type,initial_frame,detection_duration,lenght
1329,train,24906,33,409.87005615234375
1330,car,24935,1,80.1484375
1331,car,24959,46,166.32275390625
1332,truck,24961,40,258.8482666015625
1333,car,25020,48,154.6602783203125
1334,car,25031,52,125.833251953125
1335,car,25045,54,133.2801513671875
1336,truck,25061,8,401.18035888671875
1337,train,25092,12,643.2930908203125
1338,truck,25103,14,187.43186950683594
1339,car,25119,7,136.2362060546875
1340,car,25154,7,138.38494873046875
1341,car,25171,17,185.41436767578125
1342,car,25175,10,132.29248046875
1343,car,25220,13,150.75360107421875
1344,truck,25230,1,139.2835693359375
1345,car,25241,30,107.735107421875
1346,car,25244,44,162.6798095703125
1347,car,25257,36,145.69873046875
1348,car,25264,1,84.327392578125
1349,truck,25302,15,180.93048095703125
1350,car,25314,11,154.6177978515625
1351,car,25321,22,181.08575439453125
1352,truck,25339,2,116.6923828125
1353,train,25380,7,466.40049743652344
1354,car,25384,26,197.4588623046875
1355,truck,25416,2,384.770751953125
1356,car,25445,51,149.69200134277344
1357,car,25457,40,195.14561462402344
1358,car,25473,50,161.04234313964844
1359,car,25512,14,135.59466552734375
1360,truck,25517,19,302.4786071777344
1361,car,25560,45,155.11773681640625
1362,car,25630,34,128.940673828125
1363,car,25631,1,91.99609375
1364,car,25635,48,138.60821533203125
1365,truck,25660,12,400.0540771484375
1366,car,25702,52,131.73663330078125
1367,truck,25712,31,227.6715087890625
1368,car,25768,45,133.163330078125
1369,car,25778,53,122.45391845703125
1370,truck,25805,21,274.583740234375
1371,car,25844,16,46.091064453125
1372,car,25869,34,140.91595458984375
1373,car,25871,12,78.975830078125
1374,car,25871,29,115.8704833984375
1375,car,25896,44,170.24639892578125
1376,car,25922,6,125.119384765625
1377,truck,25924,46,253.46095275878906
1378,truck,25929,27,256.54505920410156
1379,car,25961,42,179.99635314941406
1380,truck,25986,1,145.0548095703125
1381,bus,25990,39,413.6263427734375
1382,truck,25994,1,131.322509765625
1383,car,26003,20,114.406494140625
1384,car,26023,50,138.459228515625
1385,car,26056,56,133.0682373046875
1386,car,26075,48,167.36102294921875
1387,car,26106,1,121.5745849609375
1388,car,26109,46,168.07232666015625
1389,car,26152,52,121.6053466796875
1390,car,26206,48,148.30645751953125
1391,train,26213,14,471.43798828125
1392,car,26227,52,130.7703857421875
1393,train,26269,21,426.8478698730469
1394,car,26293,43,69.5802001953125
1395,train,26316,3,545.4871826171875
1396,car,26361,29,187.12255859375
1397,car,26370,55,119.62896728515625
1398,car,26432,42,157.06309509277344
1399,car,26445,49,134.33721923828125
1400,car,26467,24,151.85400390625
1401,car,26501,33,156.44677734375
1402,car,26572,8,119.2698974609375
1403,car,26575,23,164.51544189453125
1404,truck,26596,49,228.78102111816406
1405,car,26613,4,67.721923828125
1406,train,26624,19,417.6448974609375
1407,truck,26643,31,407.76629638671875
1408,train,26653,2,582.4409790039062
1409,car,26709,52,134.0552978515625
1410,car,26709,3,75.9716796875
1411,car,26740,20,181.71173095703125
1412,train,26755,10,261.35548400878906
1413,car,26768,52,123.18804931640625
1414,car,26798,35,134.263671875
1415,car,26804,50,134.65972900390625
1416,car,26841,50,146.30340576171875
1417,car,26866,41,150.81463623046875
1418,car,26866,1,151.48370361328125
1419,truck,26888,2,449.1796875
1420,car,26891,15,134.21240234375
1421,truck,26897,18,315.73895263671875
1422,car,26914,4,88.27880859375
1423,truck,26928,8,225.85137939453125
1424,bus,26945,29,158.31005859375
1425,car,26946,53,141.1790771484375
1426,truck,26960,3,142.6839599609375
1427,truck,26969,24,267.5906982421875
1428,car,26987,39,134.27117919921875
1429,train,27070,17,399.61181640625
1430,car,27107,1,84.0865478515625
1431,train,27122,1,519.713134765625
1432,car,27134,53,125.77001953125
1433,car,27139,52,167.71937561035156
1434,bus,27165,37,409.78643798828125
1435,bus,27176,29,364.0316162109375
1436,car,27204,52,126.43212890625
1437,car,27225,49,188.9080810546875
1438,car,27230,16,139.65011596679688
1439,car,27235,21,132.71185302734375
1440,train,27293,1,534.0451049804688
1441,truck,27315,8,341.4713134765625
1442,truck,27350,32,412.3684387207031
1443,car,27359,1,81.0244140625
1444,car,27365,3,69.3636474609375
1445,car,27385,27,117.33831787109375
1446,car,27402,48,180.73350524902344
1447,car,27408,32,126.702392578125
1448,car,27418,38,111.3800048828125
1449,car,27430,48,181.12176513671875
1450,car,27454,30,157.71913146972656
1451,car,27506,21,218.216552734375
1452,truck,27506,5,153.7783203125
1453,truck,27532,3,194.939697265625
1454,truck,27541,36,224.87347412109375
1455,truck,27545,27,237.27728271484375
1456,car,27558,56,158.27476501464844
1457,car,27565,41,110.9659423828125
1458,truck,27597,34,272.5328369140625
1459,truck,27622,1,402.861328125
1460,truck,27642,3,153.26397705078125
1461,car,27659,57,142.82342529296875
1462,car,27661,25,130.0047607421875
1463,car,27693,39,136.98651123046875
1464,truck,27701,12,204.56887817382812
1465,car,27701,43,170.9432373046875
1466,car,27738,30,158.01622009277344
1467,car,27754,43,157.5927734375
1468,truck,27756,39,200.763671875
1469,car,27776,46,138.3349609375
1470,car,27789,8,121.9736328125
1471,car,27798,32,164.39527893066406
1472,car,27806,58,145.55059814453125
1473,car,27843,30,140.98846435546875
1474,car,27847,46,177.2989501953125
1475,car,27856,45,138.3897705078125
1476,car,27883,6,130.1173095703125
1477,car,27913,1,100.603515625
1478,car,27938,49,199.66542053222656
1479,car,27943,1,103.51220703125
1480,car,27966,60,135.36724853515625
1481,motorcycle,27967,1,59.983642578125
1482,car,27968,30,171.66278076171875
1483,train,27988,17,442.3309631347656
1484,car,28001,36,157.34735107421875
1485,car,28044,45,137.5582275390625
1486,car,28052,46,173.9388427734375
1487,car,28059,37,130.4892578125
1488,truck,28081,43,246.02967834472656
1489,car,28091,35,134.29443359375
1490,car,28136,45,158.78404235839844
1491,car,28145,40,133.58148193359375
1492,car,28194,24,114.0013427734375
1493,car,28226,3,120.3009033203125
1494,motorcycle,28229,1,56.806884765625
1495,motorcycle,28244,2,70.036865234375
1496,truck,28259,32,410.35736083984375
1497,truck,28262,2,469.84136962890625
1498,motorcycle,28312,1,64.432861328125
1499,motorcycle,28316,1,59.9647216796875
1500,car,28341,48,176.2178955078125
1501,car,28348,42,125.0059814453125
1502,train,28391,24,399.5581359863281
1503,car,28415,54,120.0374755859375
1504,car,28420,47,159.36602783203125
1505,truck,28437,7,227.469482421875
1506,motorcycle,28450,6,65.22564697265625
1507,car,28454,33,116.9510498046875
1508,truck,28463,38,239.59326171875
1509,truck,28470,38,207.150146484375
1510,truck,28513,15,223.01324462890625
1511,truck,28538,20,157.86940002441406
1512,car,28553,39,180.53330993652344
1513,motorcycle,28556,2,67.7957763671875
1514,car,28583,8,123.0479736328125
1515,car,28601,27,149.9176025390625
1516,car,28611,1,92.206787109375
1517,car,28615,4,106.86737060546875
1518,car,28641,24,43.240234375
1519,truck,28683,9,203.40155029296875
1520,car,28700,1,52.6732177734375
1521,car,28706,1,58.735595703125
1522,truck,28724,1,100.009521484375
1523,truck,28750,23,255.75494384765625
1524,car,28773,56,120.335205078125
1525,truck,28793,5,118.422607421875
1526,truck,28799,23,145.4935302734375
1527,truck,28807,39,180.35679626464844
1528,car,28828,8,117.9476318359375
1529,truck,28837,9,296.91778564453125
1530,car,28855,1,106.5211181640625
1531,car,28863,1,95.43405151367188
1532,truck,28879,1,175.6539306640625
1533,car,28885,43,117.74908447265625
1534,train,28914,42,409.0438537597656
1535,truck,28958,2,113.59347534179688
1536,car,28966,47,134.459716796875
1537,car,28991,52,158.472900390625
1538,car,28992,11,129.993896484375
1539,train,29014,38,414.5365295410156
1540,car,29059,33,129.806396484375
1541,train,29065,3,250.9366455078125
1542,car,29094,27,113.195068359375
1543,car,29103,48,153.92877197265625
1544,car,29131,43,150.51158142089844
1545,car,29135,48,178.81565856933594
1546,car,29141,9,114.40411376953125
1547,car,29178,8,100.8214111328125
1548,train,29198,21,365.5087890625
1549,car,29208,1,74.9532470703125
1550,car,29230,41,140.07330322265625
1551,truck,29236,37,353.237548828125
1552,train,29243,2,226.24267578125
1553,truck,29288,13,172.937255859375
1554,truck,29291,5,284.8538818359375
1555,car,29291,43,163.63075256347656
1556,bus,29307,1,410.7674255371094
1557,car,29335,8,126.6080322265625
1558,train,29342,2,404.8408203125
1559,car,29380,10,119.55120849609375
1560,car,29409,45,135.5745849609375
1561,truck,29435,1,131.492431640625
1562,truck,29443,8,126.3734130859375
1563,car,29463,52,162.54766845703125
1564,car,29473,43,123.8114013671875
1565,car,29516,1,126.957763671875
1566,car,29522,50,148.71685791015625
1567,car,29525,22,118.41259765625
1568,car,29560,13,125.2657470703125
1569,truck,29566,11,432.6997375488281
1570,car,29599,48,143.1595458984375
1571,train,29608,1,289.947509765625
1572,truck,29628,31,167.462890625
1573,truck,29663,1,224.90673828125
1574,car,29692,35,125.256103515625
1575,truck,29697,1,155.99755859375
1576,truck,29707,17,155.1805419921875
1577,car,29750,49,144.2840576171875
1578,car,29762,35,152.60072326660156
1579,car,29786,50,158.86366271972656
1580,car,29799,52,125.89239501953125
1581,truck,29820,8,207.582275390625
1582,car,29823,43,144.5111083984375
1583,car,29829,17,91.747314453125
1584,car,29871,48,177.70472717285156
1585,train,29878,1,200.4183349609375
1586,car,29880,30,134.5645751953125
1587,car,29890,4,118.8729248046875
1588,car,29893,56,145.250244140625
1589,car,29918,48,141.3343505859375
1590,car,29930,9,134.0830078125
1591,car,29958,2,103.319091796875
1592,car,29961,32,148.19354248046875
1593,train,29975,14,407.01959228515625
1594,train,30055,32,402.23712158203125
1595,car,30132,2,114.32275390625
1596,motorcycle,30190,1,52.8975830078125
1597,car,30236,37,73.454345703125
1598,car,30361,41,178.5281982421875
1599,truck,30375,1,288.73341369628906
1600,car,30377,61,123.336669921875
1601,car,30390,53,142.8194580078125
1602,truck,30396,12,217.098388671875
1603,train,30417,40,315.96202087402344
1604,car,30444,39,179.2025146484375
1605,car,30465,54,136.08349609375
1606,car,30475,42,144.771240234375
1607,car,30485,35,136.11785888671875
1608,car,30505,47,161.50462341308594
1609,car,30549,51,135.237060546875
1610,car,30576,47,171.7001953125
1611,car,30586,6,111.861572265625
1612,train,30593,30,368.42633056640625
1613,car,30611,34,218.711181640625
1614,train,30654,8,406.02392578125
1615,car,30672,11,128.05926513671875
1616,truck,30674,37,280.3890380859375
1617,car,30716,4,159.45599365234375
1618,truck,30719,4,200.8818359375
1619,motorcycle,30725,3,60.32000732421875
1620,motorcycle,30734,4,63.90362548828125
1621,car,30747,1,108.961669921875
1622,truck,30755,20,371.84771728515625
1623,truck,30784,42,183.04212951660156
1624,car,30813,39,153.9580078125
1625,car,30825,37,134.38189697265625
1626,car,30831,42,134.40228271484375
1627,car,30873,46,182.54852294921875
1628,car,30885,1,116.6727294921875
1629,car,30918,44,158.33135986328125
1630,car,30926,9,105.967529296875
1631,train,30930,28,404.067626953125
1632,car,30962,25,115.63629150390625
1633,car,31010,24,120.9296875
1634,motorcycle,31020,1,64.5408935546875
1635,motorcycle,31026,1,59.29296875
1636,truck,31061,29,188.1175537109375
1637,motorcycle,31073,1,60.658203125
1638,motorcycle,31076,1,58.5703125
1639,truck,31080,46,361.87152099609375
1640,car,31093,14,142.507568359375
1641,car,31100,23,97.556640625
1642,truck,31116,21,265.89109802246094
1643,car,31132,7,57.47015380859375
1644,car,31147,49,143.006591796875
1645,car,31153,53,184.37342834472656
1646,car,31181,46,139.9844970703125
1647,train,31186,2,575.8531494140625
1648,car,31209,45,150.4803466796875
1649,car,31216,53,176.556396484375
1650,truck,31227,21,125.4222412109375
1651,train,31231,5,275.0653076171875
1652,car,31243,49,173.07818603515625
1653,car,31264,43,145.8275146484375
1654,train,31273,10,355.9305419921875
1655,truck,31307,1,223.1302490234375
1656,car,31316,40,180.02471923828125
1657,car,31316,2,63.7457275390625
1658,truck,31323,16,459.45628356933594
1659,car,31340,16,64.076416015625
1660,car,31356,15,135.7950439453125
1661,truck,31383,15,364.3009338378906
1662,car,31426,54,155.36753845214844
1663,train,31435,1,210.463623046875
1664,car,31444,55,118.753173828125
1665,truck,31453,25,256.6165771484375
1666,truck,31495,16,158.732666015625
1667,truck,31502,1,166.3594970703125
1668,car,31518,14,145.2845458984375
1669,truck,31530,30,291.88629150390625
1670,truck,31567,1,235.820068359375
1671,car,31568,1,77.341552734375
1672,car,31584,25,124.5487060546875
1673,truck,31612,32,209.12486267089844
1674,car,31612,3,70.4267578125
1675,truck,31632,13,411.01678466796875
1676,truck,31639,30,530.5941162109375
1677,car,31669,50,116.8543701171875
1678,truck,31705,1,123.2520751953125
1679,car,31709,47,168.14404296875
1680,car,31719,57,149.2042236328125
1681,car,31728,9,87.62646484375
1682,train,31734,27,404.90838623046875
1683,train,31745,15,430.0133056640625
1684,motorcycle,31759,8,83.01312255859375
1685,car,31784,48,132.7164306640625
1686,train,31813,14,341.57537841796875
1687,car,31837,33,161.04217529296875
1688,car,31856,55,154.074462890625
1689,car,31870,43,181.846923828125
1690,train,31883,54,414.9321594238281
1691,car,31916,45,161.39813232421875
1692,car,31950,41,161.45574951171875
1693,car,31958,44,203.38560485839844
1694,car,31966,9,129.7281494140625
1695,car,31980,55,129.2674560546875
1696,car,31997,2,89.5517578125
1697,car,32016,47,120.52099609375
1698,car,32020,44,124.82232666015625
1699,truck,32044,29,200.5333251953125
1700,train,32068,31,418.13140869140625
1701,truck,32095,5,536.8260498046875
1702,truck,32133,3,186.390380859375
1703,car,32136,54,141.18829345703125
1704,car,32137,46,178.68556213378906
1705,truck,32193,22,373.27630615234375
1706,car,32221,12,92.9066162109375
1707,car,32238,24,133.06695556640625
1708,truck,32240,1,217.4296875
1709,bus,32273,19,156.5147705078125
1710,truck,32312,17,341.057373046875
1711,truck,32341,17,405.77606201171875
1712,truck,32366,11,333.7883605957031
1713,car,32367,18,143.00119018554688
1714,train,32409,32,428.4747314453125
1715,car,32459,45,155.42987060546875
1716,car,32460,3,136.5240478515625
1717,train,32492,35,405.6241455078125
1718,car,32517,10,172.06724548339844
1719,truck,32519,11,183.02088928222656
1720,car,32546,48,138.5650634765625
1721,motorcycle,32551,11,83.0611572265625
1722,car,32588,45,174.09934997558594
1723,car,32605,35,120.2440185546875
1724,car,32631,53,131.6116943359375
1725,truck,32644,18,181.98785400390625
1726,car,32648,1,116.119873046875
1727,car,32659,4,132.84866333007812
1728,car,32669,56,140.989990234375
1729,car,32682,43,170.80804443359375
1730,train,32698,48,399.30316162109375
1731,car,32728,50,186.39459228515625
1732,car,32771,46,160.33416748046875
1733,car,32789,40,174.54725646972656
1734,train,32840,15,403.57672119140625
1735,car,32876,51,118.97900390625
1736,car,32885,34,154.85887145996094
1737,truck,32918,24,411.3753967285156
1738,train,32937,1,544.8876953125
1739,truck,32968,13,308.62872314453125
1740,car,32975,27,146.35125732421875
1741,bus,32986,6,236.1114501953125
1742,car,33002,44,171.54156494140625
1743,truck,33039,34,411.4718322753906
1744,truck,33068,27,229.8385009765625
1745,motorcycle,33106,3,60.5185546875
1746,motorcycle,33120,1,58.24053955078125
1747,motorcycle,33124,1,54.518310546875
1748,motorcycle,33127,4,51.51220703125
1749,car,33129,47,183.46783447265625
1750,train,33131,21,460.457763671875
1751,car,33169,41,150.98541259765625
1752,car,33176,35,136.4072265625
1753,motorcycle,33216,1,58.80615234375
1754,car,33226,1,159.07177734375
1755,car,33250,34,180.22894287109375
1756,car,33276,25,149.167236328125
1757,car,33326,8,136.3721923828125
1758,car,33355,29,162.72027587890625
1759,train,33361,9,326.97052001953125
1760,train,33385,9,277.105224609375
1761,car,33389,47,126.20758056640625
1762,train,33411,7,368.575439453125
1763,car,33412,46,120.3720703125
1764,truck,33449,1,225.7938232421875
1765,truck,33451,38,259.35870361328125
1766,car,33493,16,175.1585693359375
1767,car,33519,44,156.61846923828125
1768,train,33575,9,400.03790283203125
1769,truck,33603,5,322.71791076660156
1770,train,33609,2,304.34130859375
1771,truck,33634,1,232.76287841796875
1772,car,33638,4,120.64166259765625
1773,car,33664,40,168.51165771484375
1774,car,33710,42,135.0985107421875
1775,car,33717,40,153.129638671875
1776,train,33733,10,262.560791015625
1777,car,33749,36,161.17279052734375
1778,car,33756,44,154.5364990234375
1779,car,33803,28,147.4388427734375
1780,car,33820,13,142.1129150390625
1781,train,33833,12,415.72637939453125
1782,truck,33893,39,207.88226318359375
1783,car,33925,6,84.888427734375
1784,car,33940,46,153.98558044433594
1785,car,33949,22,88.548095703125
1786,car,34008,28,131.81658935546875
1787,truck,34010,1,145.05078125
1788,truck,34032,14,368.60382080078125
1789,bus,34071,4,400.4222412109375
1790,train,34119,4,412.51171875
1791,car,34128,33,175.67877197265625
1792,car,34148,10,91.7655029296875
1793,car,34162,14,143.5321044921875
1794,car,34175,44,158.2193603515625
1795,truck,34193,3,111.175537109375
1796,car,34197,34,127.1988525390625
1797,train,34204,32,415.1514587402344
1798,car,34248,42,160.511474609375
1799,car,34278,49,156.46925354003906
1800,car,34308,41,164.62940979003906
1801,car,34330,33,123.849365234375
1802,truck,34332,14,131.396728515625
1803,motorcycle,34363,1,56.59619140625
1804,car,34366,54,158.876708984375
1805,train,34372,8,389.35292053222656
1806,train,34408,2,279.49853515625
1807,bus,34423,44,394.89141845703125
1808,car,34455,23,131.37091064453125
1809,truck,34494,6,159.65350341796875
1810,truck,34522,15,224.73382568359375
1811,car,34545,8,117.99896240234375
1812,train,34575,15,355.885986328125
1813,car,34576,1,84.3477783203125
1814,truck,34588,1,254.6298828125
1815,truck,34604,38,233.05860900878906
1816,car,34624,40,149.3966064453125
1817,car,34626,53,119.9552001953125
1818,car,34639,51,132.40557861328125
1819,car,34668,43,155.8360595703125
1820,car,34672,15,113.947021484375
1821,car,34701,54,172.34495544433594
1822,car,34713,45,118.19329833984375
1823,motorcycle,34720,9,68.38702392578125
1824,car,34725,50,166.92315673828125
1825,car,34732,53,137.99725341796875
1826,car,34761,39,138.227294921875
1827,car,34763,12,136.169677734375
1828,car,34829,8,120.77001953125
1829,car,34835,56,146.39501953125
1830,motorcycle,34854,5,60.54437255859375
1831,train,34859,6,382.4435119628906
1832,truck,34907,2,233.293212890625
1833,car,34913,55,187.45263671875
1834,car,34915,51,141.9990234375
1835,truck,34937,15,161.81689453125
1836,car,34940,56,164.88507080078125
1837,car,34978,3,169.1490478515625
1838,motorcycle,34983,1,64.2247314453125
1839,motorcycle,34987,7,61.021240234375
1840,car,34991,54,156.35528564453125
1841,car,35000,49,125.396728515625
1842,truck,35035,15,221.98675537109375
1843,car,35059,33,122.3673095703125
1844,truck,35065,38,285.98402404785156
1845,truck,35086,33,186.53912353515625
1846,car,35103,48,175.04730224609375
1847,truck,35132,1,93.4744873046875
1848,car,35149,9,140.509033203125
1849,car,35166,42,163.863525390625
1850,truck,35187,31,181.997314453125
1851,car,35219,53,133.510986328125
1852,truck,35238,17,209.390869140625
1853,car,35275,1,145.398193359375
1854,car,35284,53,145.5994873046875
1855,car,35309,52,136.5211181640625
1856,car,35341,50,150.72377014160156
1857,motorcycle,35350,13,83.4581298828125
1858,car,35368,52,150.71343994140625
1859,car,35374,1,106.95703125
1860,car,35421,55,136.6419677734375
1861,truck,35443,44,322.79888916015625
1862,car,35459,18,163.28125
1863,truck,35482,34,129.4697265625
1864,car,35493,43,171.5040283203125
1865,car,35510,12,132.8267822265625
1866,truck,35515,10,376.9608154296875
1867,motorcycle,35554,14,79.2984619140625
1868,car,35590,42,161.15057373046875
1869,truck,35610,9,233.6192626953125
1870,car,35627,56,129.2030029296875
1871,train,35645,11,409.28271484375
1872,car,35660,37,132.18841552734375
1873,car,35693,44,175.413818359375
1874,train,35735,2,164.9886474609375
1875,truck,35757,1,134.361083984375
1876,truck,35814,18,160.626953125
1877,car,35817,5,157.1954345703125
1878,train,35847,23,406.379150390625
1879,car,35848,6,108.61962890625
1880,car,35898,35,160.5313720703125
1881,train,35923,14,396.216552734375
1882,truck,35976,1,217.5423583984375
1883,truck,36000,15,129.1434326171875
1884,truck,36016,2,136.060791015625
1885,truck,36019,35,398.8709716796875
1886,car,36084,3,123.6419677734375
1887,truck,36087,25,210.0264892578125
1888,truck,36111,13,402.6051940917969
1889,truck,36117,17,497.945068359375
1890,truck,36154,5,475.530029296875
1891,truck,36190,24,197.50927734375
1892,car,36201,14,122.4727783203125
1893,train,36251,18,401.573486328125
1894,bus,36276,49,413.3709411621094
1895,bus,36291,4,466.3293762207031
1896,car,36381,46,138.958984375
1897,car,36382,17,129.231689453125
1898,motorcycle,36391,4,59.7266845703125
1899,train,36420,8,545.788330078125
1900,truck,36447,5,640.0995788574219
1901,car,36458,4,71.859130859375
1902,car,36481,27,118.831298828125
1903,car,36502,2,180.45770263671875
1904,car,36511,8,161.86431884765625
1905,truck,36520,19,234.65203857421875
1906,truck,36547,17,402.5748596191406
1907,train,36591,22,602.2281494140625
1908,car,36610,32,135.618896484375
1909,car,36614,1,84.959228515625
1910,motorcycle,36623,3,81.4510498046875
1911,car,36657,57,132.1527099609375
1912,truck,36666,42,200.92762756347656
1913,truck,36685,42,214.7403564453125
1914,car,36724,8,133.154296875
1915,car,36729,55,192.30882263183594
1916,car,36758,2,94.183837890625
1917,truck,36760,50,342.2566833496094
1918,car,36764,1,133.3673095703125
1919,car,36769,10,86.88037109375
1920,car,36792,7,123.45147705078125
1921,truck,36819,21,346.53680419921875
1922,car,36826,2,91.8736572265625
1923,car,36852,53,130.163818359375
1924,train,36870,25,406.40740966796875
1925,train,36872,1,206.514404296875
1926,car,36908,46,127.9580078125
1927,truck,36956,27,298.6562194824219
1928,motorcycle,36964,1,61.63507080078125
1929,car,37005,58,151.18927001953125
1930,car,37024,35,122.12274169921875
1931,car,37030,60,167.43963623046875
1932,car,37061,63,154.4730224609375
1933,car,37078,60,118.0150146484375
1934,car,37087,43,151.92816162109375
1935,car,37127,55,165.21055603027344
1936,train,37147,24,376.760009765625
1937,car,37188,46,148.0294189453125
1938,car,37192,13,39.676025390625
1939,car,37192,16,149.33056640625
1940,car,37200,53,136.46197509765625
1941,car,37232,59,117.45550537109375
1942,car,37241,56,138.99560546875
1943,car,37244,57,164.47328186035156
1944,car,37274,62,137.2745361328125
1945,car,37276,59,160.1337890625
1946,car,37295,3,85.10498046875
1947,train,37295,29,358.986572265625
1948,car,37323,44,160.75025939941406
1949,truck,37348,43,237.20831298828125
1950,car,37391,63,136.26171875
1951,car,37393,31,126.21630859375
1952,car,37406,57,202.03515625
1953,car,37431,61,129.0386962890625
1954,truck,37457,28,256.8758544921875
1955,car,37475,62,113.813232421875
1956,train,37492,35,399.2938537597656
1957,car,37539,28,131.4453125
1958,train,37540,9,431.587158203125
1959,truck,37580,6,214.62474060058594
1960,train,37588,5,427.09532165527344
1961,car,37612,33,137.702880859375
1962,car,37619,15,132.9498291015625
1963,truck,37622,1,262.435546875
1964,truck,37622,1,137.564697265625
1965,train,37627,16,416.4029541015625
1966,car,37638,43,151.865234375
1967,car,37645,58,134.81976318359375
1968,car,37655,41,132.2950439453125
1969,car,37676,13,82.3658447265625
1970,truck,37681,20,315.33660888671875
1971,car,37739,14,112.071044921875
1972,car,37740,22,66.4443359375
1973,car,37745,47,152.81719970703125
1974,car,37770,6,112.3831787109375
1975,car,37805,55,185.47137451171875
1976,car,37825,53,130.39892578125
1977,truck,37831,3,158.65533447265625
1978,car,37848,52,131.21746826171875
1979,car,37856,27,127.56475830078125
1980,bus,37871,1,111.7310791015625
1981,truck,37883,11,395.5555419921875
1982,motorcycle,37886,2,55.448486328125
1983,train,37918,6,410.1607971191406
1984,train,37941,2,223.276123046875
1985,train,37953,14,420.7287292480469
1986,train,37958,23,451.3130187988281
1987,car,37991,62,111.83154296875
1988,motorcycle,38020,2,62.3223876953125
1989,truck,38026,32,183.12689208984375
1990,train,38049,3,299.9716796875
1991,truck,38074,42,393.55499267578125
1992,truck,38108,49,129.255859375
1993,car,38135,54,147.34063720703125
1994,car,38149,50,171.69061279296875
1995,motorcycle,38168,1,73.0081787109375
1996,motorcycle,38174,6,67.71533203125
1997,car,38179,45,129.8292236328125
1998,truck,38184,1,210.0555419921875
1999,truck,38193,25,257.5438232421875
2000,car,38208,45,80.28204345703125
2001,car,38209,57,138.57080078125
2002,car,38249,62,149.8955078125
2003,train,38273,28,411.67327880859375
2004,train,38311,10,377.461181640625
2005,car,38355,6,267.435302734375
2006,car,38384,45,138.000244140625
2007,car,38385,54,177.2391357421875
2008,bus,38411,46,366.4661865234375
2009,car,38411,15,115.853759765625
2010,car,38452,47,153.743896484375
2011,car,38459,51,128.1766357421875
2012,car,38482,43,135.03466796875
2013,car,38507,60,123.4521484375
2014,car,38515,1,40.03515625
2015,car,38527,56,149.4981689453125
2016,bus,38541,13,405.8572692871094
2017,bus,38588,32,460.6327819824219
2018,car,38606,37,171.32122802734375
2019,car,38607,17,137.6304931640625
2020,car,38633,56,141.55523681640625
2021,car,38653,1,138.3046875
2022,truck,38666,33,130.835693359375
2023,car,38719,47,121.6026611328125
2024,car,38722,26,132.335205078125
2025,car,38750,29,194.64537048339844
2026,car,38759,26,103.6424560546875
2027,car,38771,60,130.4346923828125
2028,car,38807,47,156.09535217285156
2029,truck,38831,52,239.05308532714844
2030,truck,38841,2,240.828857421875
2031,car,38862,50,161.62298583984375
2032,truck,38863,4,165.4610595703125
2033,car,38869,1,76.004150390625
2034,car,38878,2,89.616943359375
2035,car,38901,57,158.22325134277344
2036,car,38902,1,73.2396240234375
2037,car,38912,69,118.636474609375
2038,car,38942,56,196.2760009765625
2039,truck,38954,20,125.2012939453125
2040,car,38991,59,136.6744384765625
2041,car,38995,66,179.97654724121094
2042,truck,39010,15,376.392578125
2043,truck,39051,57,370.666015625
2044,car,39077,9,133.2181396484375
2045,car,39104,74,158.07237243652344
2046,car,39147,2,79.231689453125
2047,car,39152,48,115.054443359375
2048,car,39158,1,104.92041015625
2049,car,39179,67,138.21435546875
2050,bus,39198,5,157.07501220703125
2051,truck,39211,31,154.371826171875
2052,motorcycle,39220,1,54.3818359375
2053,bus,39225,1,129.29150390625
2054,truck,39227,16,172.73292541503906
2055,car,39245,56,153.21673583984375
2056,car,39252,51,163.10472106933594
2057,truck,39286,58,213.74766540527344
2058,truck,39297,1,96.6707763671875
2059,car,39314,63,153.96388244628906
2060,car,39354,64,137.9835205078125
2061,car,39355,66,187.2432861328125
2062,car,39384,71,179.71014404296875
2063,car,39397,54,125.950927734375
2064,train,39409,47,411.7026672363281
2065,car,39464,2,192.62884521484375
2066,bus,39496,4,149.8310546875
2067,car,39504,65,159.61009216308594
2068,truck,39516,25,216.93109130859375
2069,car,39524,1,102.776611328125
2070,car,39532,28,142.65380859375
2071,truck,39561,17,189.909912109375
2072,car,39588,1,75.0853271484375
2073,car,39597,53,179.57127380371094
2074,car,39610,7,114.10467529296875
2075,truck,39631,57,304.98072814941406
2076,truck,39681,53,273.60760498046875
2077,car,39702,69,166.45094299316406
2078,car,39716,58,134.7406005859375
2079,motorcycle,39742,1,58.2064208984375
2080,motorcycle,39748,1,56.190185546875
2081,car,39771,61,98.8255615234375
2082,car,39772,68,152.927001953125
2083,car,39793,70,151.2325439453125
2084,car,39826,59,119.9432373046875
2085,car,39847,45,152.2337646484375
2086,car,39850,57,170.3746337890625
2087,car,39873,60,119.38079833984375
2088,motorcycle,39884,17,83.1336669921875
2089,car,39906,80,131.86602783203125
2090,car,39929,66,186.1475830078125
2091,train,39961,2,355.5963134765625
2092,car,39981,24,124.6473388671875
2093,car,39987,63,175.89195251464844
2094,truck,39993,3,273.08935546875
2095,car,40012,25,146.7530517578125
2096,car,40024,6,96.9521484375
2097,train,40032,7,459.26702880859375
2098,car,40057,75,130.0032958984375
2099,truck,40076,3,280.4482421875
2100,car,40115,62,136.1734619140625
2101,car,40128,70,112.153564453125
2102,train,40162,8,413.577880859375
