id,type,initial_frame,detection_duration,lenght
4181,train,80291,32,585.5296630859375
4182,car,80339,59,112.9722900390625
4183,car,80367,51,183.65818786621094
4184,car,80380,3,137.9053955078125
4185,truck,80414,25,257.13677978515625
4186,car,80426,12,116.83447265625
4187,train,80445,56,255.45726013183594
4188,car,80447,38,132.8841552734375
4189,truck,80482,32,147.84912109375
4190,truck,80492,44,333.52935791015625
4191,car,80512,53,133.7757568359375
4192,car,80518,41,151.5533447265625
4193,car,80551,48,135.5281982421875
4194,truck,80570,48,177.96478271484375
4195,truck,80608,39,307.56781005859375
4196,car,80626,46,153.65924072265625
4197,car,80635,8,147.87774658203125
4198,car,80687,11,119.3958740234375
4199,truck,80689,20,241.21363830566406
4200,truck,80694,1,156.704345703125
4201,car,80700,9,96.050048828125
4202,car,80767,25,163.2347412109375
4203,truck,80805,21,298.89862060546875
4204,car,80829,56,120.63580322265625
4205,car,80859,56,128.97607421875
4206,car,80901,55,133.5350341796875
4207,truck,80924,38,265.27838134765625
4208,car,80933,30,115.806640625
4209,truck,80971,6,401.12896728515625
4210,train,80972,20,410.5910339355469
4211,car,80998,12,110.833251953125
4212,car,81021,56,181.84521484375
4213,car,81062,46,153.06768798828125
4214,car,81070,22,131.801513671875
4215,car,81098,46,154.00836181640625
4216,car,81122,48,165.70263671875
4217,truck,81135,2,206.6259765625
4218,motorcycle,81147,8,60.42529296875
4219,motorcycle,81170,2,65.34637451171875
4220,car,81184,45,137.2708740234375
4221,truck,81204,1,88.7333984375
4222,train,81221,43,408.70391845703125
4223,car,81224,42,163.14207458496094
4224,car,81282,44,164.29750061035156
4225,car,81282,34,140.95269775390625
4226,car,81342,1,51.306640625
4227,car,81356,40,138.0186767578125
4228,car,81359,40,159.27923583984375
4229,truck,81417,27,268.11798095703125
4230,train,81440,51,449.5202331542969
4231,car,81466,3,98.5859375
4232,train,81509,25,404.4674072265625
4233,car,81527,21,108.914306640625
4234,truck,81534,44,322.76318359375
4235,car,81582,50,128.7183837890625
4236,motorcycle,81593,27,83.1243896484375
4237,car,81622,6,62.44482421875
4238,truck,81623,43,309.84564208984375
4239,truck,81677,23,223.58453369140625
4240,truck,81706,21,126.961669921875
4241,truck,81741,47,363.0632629394531
4242,car,81770,43,172.58453369140625
4243,car,81807,45,153.233154296875
4244,car,81826,46,162.59193420410156
4245,car,81843,12,124.34613037109375
4246,car,81845,11,87.740234375
4247,train,81867,49,399.26043701171875
4248,car,81905,45,180.35205078125
4249,car,81918,47,116.72052001953125
4250,truck,81927,51,343.24212646484375
4251,car,81948,44,169.326904296875
4252,motorcycle,81962,32,78.952392578125
4253,car,81972,51,134.8004150390625
4254,car,81990,51,132.075439453125
4255,car,81993,47,177.16021728515625
4256,truck,82025,46,268.14215087890625
4257,truck,82085,27,398.872802734375
4258,car,82124,50,133.474853515625
4259,car,82145,3,41.4285888671875
4260,car,82150,48,153.22703552246094
4261,car,82155,49,113.45849609375
4262,car,82174,48,156.91009521484375
4263,car,82185,43,178.8150634765625
4264,truck,82193,23,157.8670654296875
4265,car,82233,47,163.2767333984375
4266,car,82244,48,202.63885498046875
4267,motorcycle,82246,1,49.892578125
4268,car,82262,53,114.2601318359375
4269,car,82283,22,165.94476318359375
4270,car,82290,45,183.2330322265625
4271,car,82292,22,130.254638671875
4272,car,82344,51,130.3741455078125
4273,car,82359,40,184.21087646484375
4274,truck,82381,33,125.218994140625
4275,truck,82401,42,127.3900146484375
4276,car,82427,45,175.10838317871094
4277,car,82435,52,124.6160888671875
4278,car,82442,48,173.08819580078125
4279,train,82446,3,402.78802490234375
4280,car,82453,48,134.62664794921875
4281,train,82466,8,419.3912353515625
4282,car,82479,56,137.855224609375
4283,truck,82499,41,191.1396484375
4284,truck,82501,1,257.67431640625
4285,truck,82577,25,290.2760009765625
4286,train,82663,11,273.14012145996094
4287,truck,82706,47,211.0184326171875
4288,car,82744,15,120.95355224609375
4289,car,82755,54,189.867431640625
4290,car,82776,44,83.21710205078125
4291,bus,82777,22,245.39749145507812
4292,car,82824,52,164.28094482421875
4293,car,82830,1,150.93768310546875
4294,truck,82842,14,136.27294921875
4295,train,82848,13,360.22857666015625
4296,car,82866,54,187.7528076171875
4297,bus,82886,1,102.6337890625
4298,car,82909,57,170.218505859375
4299,car,82927,52,150.9354248046875
4300,truck,82969,13,126.11419677734375
4301,truck,82985,39,313.74072265625
4302,car,83043,42,144.644287109375
4303,car,83052,1,66.31292724609375
4304,car,83059,6,128.907958984375
4305,car,83059,4,64.9180908203125
4306,truck,83069,50,177.15252685546875
4307,car,83084,5,116.975341796875
4308,car,83103,10,98.4932861328125
4309,car,83110,54,130.8043212890625
4310,car,83158,15,125.791748046875
4311,car,83161,43,183.7078857421875
4312,truck,83167,1,178.45013427734375
4313,car,83195,31,143.6053466796875
4314,car,83197,18,76.06201171875
4315,car,83236,51,130.05767822265625
4316,car,83241,46,173.5909423828125
4317,truck,83294,7,359.4110107421875
4318,train,83315,1,527.8338012695312
4319,car,83332,49,193.80078125
4320,motorcycle,83336,46,60.93060302734375
4321,car,83351,50,113.84814453125
4322,car,83371,13,112.59716796875
4323,car,83382,52,141.894775390625
4324,car,83409,15,129.9127197265625
4325,train,83449,7,340.08453369140625
4326,train,83521,10,314.7882080078125
4327,truck,83565,19,225.15228271484375
4328,car,83595,22,131.0057373046875
4329,truck,83600,24,262.67767333984375
4330,truck,83607,5,210.2711181640625
4331,train,83614,30,602.5966186523438
4332,car,83673,48,129.97021484375
4333,car,83702,49,114.6502685546875
4334,car,83703,47,143.639892578125
4335,car,83728,50,167.5792236328125
4336,car,83735,52,125.3128662109375
4337,car,83758,51,154.13861083984375
4338,train,83768,30,496.4589538574219
4339,bus,83774,5,413.29241943359375
4340,car,83813,45,138.06884765625
4341,car,83816,28,116.547607421875
4342,bus,83819,5,401.6468505859375
4343,car,83820,40,187.36256408691406
4344,car,83850,49,158.89524841308594
4345,car,83850,42,170.28553771972656
4346,car,83880,41,129.188720703125
4347,car,83893,59,133.402099609375
4348,car,83896,39,117.03857421875
4349,car,83945,24,136.63165283203125
4350,car,83966,33,147.0601806640625
4351,motorcycle,83983,3,58.87017822265625
4352,car,83988,51,128.09088134765625
4353,truck,83998,21,173.3541259765625
4354,car,84014,52,128.3135986328125
4355,car,84054,48,177.31488037109375
4356,car,84091,51,147.427490234375
4357,car,84092,6,139.09930419921875
4358,motorcycle,84132,2,62.22723388671875
4359,motorcycle,84137,28,62.58319091796875
4360,car,84139,2,55.41064453125
4361,motorcycle,84142,1,59.65557861328125
4362,bus,84177,2,266.407958984375
4363,car,84179,53,148.25048828125
4364,bus,84181,10,338.864013671875
4365,car,84183,42,147.8695068359375
4366,car,84202,5,131.1063232421875
4367,car,84216,50,172.95680236816406
4368,truck,84232,1,96.6376953125
4369,car,84239,40,138.6800537109375
4370,car,84246,2,78.663818359375
4371,car,84256,36,130.8348388671875
4372,truck,84265,1,123.68063354492188
4373,car,84278,11,106.8123779296875
4374,car,84315,50,157.1842041015625
4375,car,84318,46,144.78564453125
4376,car,84338,14,118.78228759765625
4377,car,84340,39,133.1317138671875
4378,car,84355,55,178.6900634765625
4379,truck,84363,26,172.352294921875
4380,car,84410,28,32.240234375
4381,car,84419,51,137.0577392578125
4382,train,84427,11,398.54205322265625
4383,car,84441,15,89.769775390625
4384,motorcycle,84485,1,57.8817138671875
4385,truck,84485,1,213.66845703125
4386,car,84488,11,144.1417236328125
4387,motorcycle,84490,1,55.230743408203125
4388,truck,84492,35,398.8719177246094
4389,car,84522,27,119.54107666015625
4390,car,84546,49,152.7880859375
4391,car,84564,41,153.13731384277344
4392,car,84631,10,129.881103515625
4393,car,84661,4,91.528564453125
4394,car,84669,46,142.3077392578125
4395,truck,84681,20,265.05096435546875
4396,car,84690,45,109.127197265625
4397,truck,84703,15,273.39520263671875
4398,motorcycle,84764,1,51.0811767578125
4399,car,84787,16,128.46978759765625
4400,train,84802,10,494.1416015625
4401,car,84811,22,145.4500732421875
4402,car,84824,33,116.213134765625
4403,car,84852,35,167.08433532714844
4404,car,84854,1,80.043212890625
4405,truck,84874,21,212.52447509765625
4406,car,84904,36,172.91371154785156
4407,car,84952,47,121.041259765625
4408,car,85026,19,128.6778564453125
4409,car,85029,25,165.08782958984375
4410,car,85061,49,129.4259033203125
4411,motorcycle,85088,1,56.16009521484375
4412,truck,85103,3,258.8072509765625
4413,car,85103,5,117.3660888671875
4414,car,85118,38,150.5482177734375
4415,car,85128,2,216.247802734375
4416,car,85153,47,157.58287048339844
4417,truck,85166,5,230.512939453125
4418,car,85170,1,119.79638671875
4419,car,85172,11,133.732177734375
4420,car,85190,5,89.097412109375
4421,truck,85196,16,147.150634765625
4422,car,85210,48,180.53466796875
4423,truck,85212,1,131.3084716796875
4424,car,85216,51,121.453857421875
4425,car,85238,3,85.517578125
4426,car,85239,51,181.029541015625
4427,truck,85255,30,130.128173828125
4428,car,85262,46,137.651123046875
4429,truck,85280,18,141.936767578125
4430,car,85332,21,187.05833435058594
4431,train,85335,25,497.3612060546875
4432,car,85372,6,145.77606201171875
4433,train,85380,3,380.5049133300781
4434,car,85399,1,94.442626953125
4435,bus,85408,8,451.0559387207031
4436,car,85437,46,112.39959716796875
4437,car,85439,45,154.64251708984375
4438,car,85453,50,138.3780517578125
4439,car,85481,43,144.160888671875
4440,car,85496,49,149.62799072265625
4441,car,85500,26,126.90399169921875
4442,truck,85541,12,405.1960144042969
4443,train,85541,5,405.89886474609375
4444,car,85546,1,71.061279296875
4445,train,85579,1,448.6619873046875
4446,train,85598,8,575.5120849609375
4447,car,85608,28,135.25
4448,car,85643,52,132.05078125
4449,truck,85660,27,284.0989990234375
4450,car,85685,3,95.734375
4451,car,85721,42,148.35997009277344
4452,car,85728,34,175.92616271972656
4453,truck,85736,43,183.0194091796875
4454,truck,85766,8,193.28428649902344
4455,car,85770,3,103.70465087890625
4456,car,85781,53,187.90545654296875
4457,car,85795,48,136.62353515625
4458,truck,85809,1,117.9346923828125
4459,motorcycle,85810,18,75.10443115234375
4460,car,85829,47,149.0087890625
4461,car,85834,8,104.83929443359375
4462,car,85853,51,169.8233642578125
4463,car,85871,47,117.082275390625
4464,car,85886,6,89.781982421875
4465,car,85887,49,145.05279541015625
4466,car,85888,50,182.58270263671875
4467,car,85939,53,146.7567138671875
4468,car,85944,4,82.90673828125
4469,car,85969,55,156.1561279296875
4470,car,85994,55,152.38917541503906
4471,car,85999,4,128.2177734375
4472,truck,86028,47,412.40576171875
4473,train,86028,5,413.3374328613281
4474,motorcycle,86073,2,62.408935546875
4475,car,86087,34,118.601806640625
4476,car,86090,15,194.05482482910156
4477,car,86150,2,88.0947265625
4478,truck,86158,19,235.23199462890625
4479,car,86171,50,122.772705078125
4480,car,86195,47,138.45550537109375
4481,car,86223,35,131.3336181640625
4482,motorcycle,86243,15,65.7081298828125
4483,motorcycle,86259,1,55.88037109375
4484,train,86267,9,414.3687438964844
4485,train,86301,17,610.2147216796875
4486,car,86330,36,135.3814697265625
4487,car,86351,48,207.65748596191406
4488,car,86381,30,130.2646484375
4489,car,86390,55,162.79974365234375
4490,car,86432,50,186.96942138671875
4491,car,86440,15,142.7584228515625
4492,car,86460,53,160.57411193847656
4493,car,86479,1,106.6337890625
4494,bus,86481,43,155.97222900390625
4495,car,86493,58,120.087890625
4496,car,86520,56,113.632568359375
4497,car,86531,27,154.826171875
4498,car,86540,45,128.7369384765625
4499,car,86593,47,134.637451171875
4500,truck,86614,50,184.93035888671875
4501,car,86639,37,139.45166015625
4502,car,86654,45,146.011474609375
4503,car,86657,9,84.4833984375
4504,car,86684,42,129.08917236328125
4505,truck,86707,16,181.5858154296875
4506,car,86722,58,125.234375
4507,car,86743,20,149.41571044921875
4508,train,86790,13,434.3274230957031
4509,car,86800,1,74.58380126953125
4510,car,86818,36,130.78057861328125
4511,car,86822,36,147.8341064453125
4512,train,86838,41,400.74951171875
4513,car,86857,1,128.31787109375
4514,car,86889,39,137.3472900390625
4515,truck,86919,14,234.87608337402344
4516,truck,86930,22,368.73675537109375
4517,train,86961,34,401.1278991699219
4518,car,86994,64,174.73748779296875
4519,car,87025,13,117.755615234375
4520,truck,87029,38,238.17559814453125
4521,car,87070,71,153.99407958984375
4522,car,87083,67,183.5107421875
4523,car,87117,64,171.011474609375
4524,car,87122,65,151.438720703125
4525,car,87156,64,157.66416931152344
4526,truck,87167,70,290.57635498046875
4527,car,87202,59,117.73004150390625
4528,car,87203,58,184.51112365722656
4529,car,87226,60,125.3719482421875
4530,car,87237,28,153.78807067871094
4531,car,87246,38,183.7706298828125
4532,car,87269,13,105.941162109375
4533,truck,87283,28,179.57379150390625
4534,car,87290,59,182.5572509765625
4535,car,87329,58,124.265380859375
4536,truck,87355,47,354.8572998046875
4537,truck,87396,26,134.20361328125
4538,motorcycle,87407,6,60.749267578125
4539,car,87415,45,146.1776123046875
4540,car,87453,39,137.990478515625
4541,car,87509,39,138.0003662109375
4542,car,87522,55,119.96087646484375
4543,truck,87541,1,165.609375
4544,car,87561,33,145.892822265625
4545,motorcycle,87589,3,56.94970703125
4546,car,87599,30,137.7813720703125
4547,bus,87615,46,180.73814392089844
4548,train,87628,25,405.7537841796875
4549,car,87670,65,158.95050048828125
4550,truck,87688,35,405.48095703125
4551,car,87696,69,175.1397705078125
4552,car,87716,74,182.05938720703125
4553,car,87741,40,114.2308349609375
4554,train,87751,29,410.01519775390625
4555,car,87752,39,87.73455810546875
4556,car,87781,5,77.32879638671875
4557,car,87811,26,125.80621337890625
4558,truck,87821,11,421.20094299316406
4559,car,87849,63,138.0914306640625
4560,car,87852,2,110.4393310546875
4561,car,87881,2,134.03662109375
4562,car,87891,55,163.86439514160156
4563,car,87905,1,125.1624755859375
4564,car,87916,57,150.8662109375
4565,car,87916,1,115.0006103515625
4566,train,87925,22,468.79052734375
4567,car,87932,1,73.7279052734375
4568,car,87954,29,118.490478515625
4569,truck,87960,35,267.9200439453125
4570,car,87997,5,120.0697021484375
4571,car,88003,41,132.39385986328125
4572,car,88016,7,104.59857177734375
4573,truck,88021,52,248.47296142578125
4574,car,88064,52,115.5101318359375
4575,car,88067,48,139.0093994140625
4576,car,88067,63,184.15618896484375
4577,car,88113,34,118.59716796875
4578,car,88115,22,115.244873046875
4579,car,88133,11,119.52886962890625
4580,car,88152,7,97.0736083984375
4581,truck,88163,54,410.564208984375
4582,train,88165,1,179.5384521484375
4583,car,88194,20,122.1937255859375
4584,car,88194,8,71.720703125
4585,car,88200,55,202.77149963378906
4586,truck,88227,23,147.421142578125
4587,car,88245,54,129.13433837890625
4588,truck,88264,53,403.4931945800781
4589,car,88304,59,119.56298828125
4590,truck,88323,45,398.84710693359375
4591,truck,88340,39,366.38848876953125
4592,car,88376,31,131.99755859375
4593,truck,88387,57,285.86083984375
4594,car,88388,57,172.4986572265625
4595,car,88412,59,188.11187744140625
4596,car,88428,3,72.912353515625
4597,car,88450,58,156.22344970703125
4598,car,88474,61,153.8272705078125
4599,car,88486,57,127.5538330078125
4600,car,88515,54,178.87200927734375
4601,car,88565,54,142.00531005859375
4602,car,88600,57,176.40283203125
4603,car,88607,23,111.73828125
4604,car,88615,37,140.79412841796875
4605,truck,88637,4,167.6361083984375
4606,car,88657,29,112.8717041015625
4607,car,88659,58,155.8082275390625
4608,truck,88663,6,131.979248046875
4609,train,88701,14,407.5860900878906
4610,truck,88727,14,338.191162109375
4611,car,88733,12,123.224853515625
4612,truck,88759,23,131.724853515625
4613,car,88772,53,131.86151123046875
4614,train,88798,1,580.8125
4615,train,88820,8,604.5228881835938
4616,car,88833,20,122.75439453125
4617,car,88862,49,126.8929443359375
4618,car,88872,33,148.6453857421875
4619,car,88893,40,143.5909423828125
4620,car,88894,28,188.3482666015625
4621,motorcycle,88899,1,56.728271484375
4622,car,88914,66,167.2574462890625
4623,car,88914,57,138.26141357421875
4624,train,88974,29,371.32666015625
4625,car,88997,23,119.41796875
4626,truck,89018,46,372.9591064453125
4627,car,89034,32,131.468017578125
4628,car,89047,58,183.67315673828125
4629,car,89091,46,133.6683349609375
4630,car,89095,15,141.915283203125
4631,car,89104,56,170.25396728515625
4632,train,89133,31,428.7405090332031
4633,motorcycle,89134,1,51.552734375
4634,car,89148,50,148.9517822265625
4635,truck,89174,1,462.5158386230469
4636,train,89179,1,199.36988830566406
4637,truck,89195,12,180.29855346679688
4638,car,89220,31,134.390625
4639,car,89221,47,184.08935546875
4640,truck,89260,10,198.57762145996094
4641,car,89264,2,98.1531982421875
4642,truck,89278,29,331.9053955078125
4643,car,89314,15,139.888671875
4644,car,89317,3,123.38671875
4645,car,89318,59,158.72613525390625
4646,car,89356,1,92.3447265625
4647,car,89361,63,148.42236328125
4648,car,89361,3,78.30322265625
4649,car,89375,43,112.55300903320312
4650,car,89381,58,176.6748046875
4651,car,89419,52,166.96490478515625
4652,car,89429,59,133.06353759765625
4653,car,89432,5,113.52593994140625
4654,truck,89465,4,155.3193359375
4655,car,89475,57,180.54344177246094
4656,car,89493,18,153.710205078125
4657,truck,89498,5,117.217041015625
4658,motorcycle,89508,1,47.744140625
4659,motorcycle,89512,1,41.477783203125
4660,car,89534,54,129.9287109375
4661,car,89537,10,99.10009765625
4662,truck,89560,63,262.59161376953125
4663,truck,89572,26,246.21807861328125
4664,car,89600,59,149.92352294921875
4665,truck,89626,43,208.13328552246094
4666,car,89640,63,109.2913818359375
4667,bus,89649,17,135.638671875
4668,truck,89682,56,286.00482177734375
4669,truck,89688,42,334.3052978515625
4670,car,89714,2,75.055908203125
4671,motorcycle,89719,8,68.0145263671875
4672,car,89732,78,149.0616455078125
4673,truck,89748,4,130.7203369140625
4674,car,89760,61,201.6943359375
4675,train,89790,15,285.9564208984375
4676,car,89819,58,176.8704833984375
4677,truck,89848,14,125.98968505859375
4678,car,89853,9,89.188232421875
4679,train,89857,22,410.3702392578125
4680,car,89881,21,220.461181640625
4681,car,89909,2,130.9678955078125
4682,car,89974,22,60.595703125
4683,bus,89979,56,447.3465576171875
4684,car,90011,65,43.79345703125
4685,car,90058,68,130.66412353515625
4686,car,90059,72,130.052734375
4687,car,90086,30,172.51019287109375
4688,car,90147,26,119.14111328125
4689,car,90151,58,147.13336181640625
4690,car,90176,66,137.356689453125
4691,car,90179,24,95.2701416015625
4692,truck,90235,19,403.41583251953125
4693,train,90243,2,411.11370849609375
4694,car,90312,5,129.3455810546875
4695,truck,90315,18,267.984619140625
4696,train,90346,33,403.77001953125
4697,truck,90354,10,133.909912109375
4698,truck,90359,1,91.254150390625
4699,car,90365,43,162.34266662597656
4700,car,90419,61,131.400634765625
4701,car,90440,48,167.68548583984375
4702,truck,90461,45,131.0550537109375
4703,car,90477,43,159.71612548828125
4704,truck,90512,36,298.54759216308594
4705,train,90537,18,431.14617919921875
4706,truck,90573,33,408.0399169921875
4707,car,90585,55,160.22935485839844
4708,truck,90631,46,180.79331970214844
4709,car,90661,54,135.06756591796875
4710,car,90705,3,150.2579345703125
4711,car,90730,27,132.47412109375
4712,car,90737,37,194.29608154296875
4713,car,90748,12,117.9146728515625
4714,car,90753,2,83.292236328125
4715,truck,90765,17,266.4833984375
4716,car,90771,8,58.25
4717,car,90801,32,122.150634765625
4718,truck,90804,14,362.3337707519531
4719,car,90852,51,150.6068115234375
4720,car,90855,39,111.9033203125
4721,truck,90884,1,97.95556640625
4722,car,90886,42,174.72808837890625
4723,truck,90929,23,358.70758056640625
4724,motorcycle,90961,3,67.9610595703125
4725,car,90970,16,165.845703125
4726,truck,90987,7,208.80963134765625
4727,car,91015,1,93.44580078125
4728,car,91020,43,154.34765625
4729,truck,91025,7,138.0318603515625
4730,car,91078,27,137.62432861328125
4731,train,91090,2,226.4130859375
4732,car,91126,10,120.0450439453125
4733,car,91128,42,152.97332763671875
4734,car,91148,41,135.2515869140625
4735,train,91156,11,403.08636474609375
4736,car,91182,32,137.90240478515625
4737,car,91189,50,120.90704345703125
4738,train,91216,37,423.203125
4739,car,91235,43,173.25559997558594
4740,car,91246,50,101.53216552734375
4741,car,91268,44,139.251708984375
4742,car,91289,44,137.13909912109375
4743,car,91292,44,175.48500061035156
4744,car,91304,46,123.4539794921875
4745,car,91327,31,150.3017578125
4746,motorcycle,91350,1,57.85906982421875
4747,car,91351,47,186.22093200683594
4748,car,91355,45,130.12811279296875
4749,truck,91356,5,190.572509765625
4750,car,91396,41,130.4095458984375
4751,bus,91414,45,402.3617858886719
4752,car,91442,50,125.98211669921875
4753,truck,91476,41,384.2572021484375
4754,car,91517,53,119.7528076171875
4755,car,91531,45,165.64683532714844
4756,truck,91557,13,196.03944396972656
4757,car,91560,44,134.67236328125
4758,car,91617,34,136.765380859375
4759,car,91636,1,64.591796875
4760,train,91644,9,412.12603759765625
4761,car,91699,51,130.809326171875
4762,bus,91706,7,294.315673828125
4763,car,91708,25,127.128662109375
4764,train,91741,19,414.98675537109375
4765,car,91806,46,116.92401123046875
4766,car,91820,43,183.6173095703125
4767,car,91840,9,127.3052978515625
4768,motorcycle,91840,10,67.04931640625
4769,car,91869,35,150.292236328125
4770,truck,91877,2,131.1656494140625
4771,car,91892,49,158.96522521972656
4772,car,91910,47,135.13330078125
4773,car,91917,46,152.23268127441406
4774,truck,91935,43,280.78729248046875
4775,car,91949,47,81.2567138671875
4776,truck,91956,45,135.11468505859375
4777,car,91985,46,132.60247802734375
4778,car,91996,48,128.46685791015625
4779,car,91998,16,125.28369140625
4780,bus,92024,42,401.6195068359375
4781,truck,92053,40,204.31300354003906
4782,car,92068,32,135.34930419921875
4783,truck,92088,4,131.28759765625
4784,car,92100,51,165.00250244140625
4785,train,92106,16,408.92108154296875
4786,truck,92144,30,157.52964782714844
4787,car,92184,49,149.39556884765625
4788,motorcycle,92188,8,58.24908447265625
4789,bus,92204,52,412.1478576660156
4790,car,92273,22,119.73760986328125
4791,car,92274,35,148.2957763671875
4792,car,92314,1,71.430419921875
4793,car,92317,40,206.78118896484375
4794,train,92341,1,441.6480712890625
4795,car,92357,28,137.4676513671875
4796,train,92367,24,402.1531066894531
4797,car,92415,51,134.1204833984375
4798,car,92423,48,151.04156494140625
4799,car,92443,36,136.5106201171875
4800,truck,92462,31,213.55531311035156
4801,car,92474,1,82.919921875
4802,car,92478,42,89.7015380859375
4803,car,92492,4,91.328125
4804,car,92496,60,140.65667724609375
4805,car,92521,4,94.320068359375
4806,car,92525,51,140.872802734375
4807,truck,92540,33,308.083984375
4808,car,92557,14,140.88818359375
4809,motorcycle,92564,8,62.25885009765625
4810,car,92584,44,160.4503173828125
4811,car,92586,23,104.4814453125
4812,truck,92621,54,423.12872314453125
4813,car,92654,36,163.38629150390625
4814,car,92679,34,135.9117431640625
4815,truck,92700,17,351.9411926269531
4816,truck,92750,24,265.33863830566406
4817,car,92758,1,70.983154296875
4818,car,92776,55,110.5166015625
4819,car,92804,55,136.22259521484375
4820,car,92807,12,128.19677734375
4821,car,92837,53,147.71636962890625
4822,car,92885,48,126.5631103515625
4823,car,92889,54,150.26702880859375
4824,car,92939,50,129.74615478515625
4825,car,92940,49,165.6258544921875
4826,car,92951,52,134.458984375
4827,car,92981,49,178.96142578125
4828,car,92981,56,136.50750732421875
4829,truck,93009,2,157.32794189453125
4830,train,93030,15,459.0906677246094
4831,train,93052,13,502.21905517578125
4832,truck,93059,2,91.788818359375
4833,train,93093,4,193.8125
4834,car,93100,39,117.6729736328125
4835,truck,93135,17,378.89288330078125
4836,car,93168,49,139.047119140625
4837,car,93208,50,173.78240966796875
4838,car,93224,16,90.07373046875
4839,car,93231,59,119.2734375
4840,car,93254,47,165.85182189941406
4841,truck,93271,31,135.615478515625
4842,truck,93302,38,333.9259948730469
4843,car,93321,29,114.4146728515625
4844,car,93333,55,163.9766845703125
4845,truck,93361,27,185.96136474609375
4846,car,93378,59,127.50390625
4847,train,93380,1,443.65875244140625
4848,car,93385,51,146.6937255859375
4849,car,93388,49,174.79884338378906
4850,train,93397,8,420.0565185546875
4851,car,93402,60,118.232421875
4852,car,93416,60,149.41444396972656
4853,car,93431,62,117.344970703125
4854,car,93441,48,150.566650390625
4855,car,93468,38,133.7362060546875
4856,car,93503,48,166.86798095703125
4857,car,93529,7,129.494140625
4858,car,93579,41,132.29534912109375
4859,car,93581,31,192.37579345703125
4860,car,93604,51,117.02392578125
4861,truck,93628,25,378.0386962890625
4862,car,93638,5,85.2064208984375
4863,car,93670,49,172.57115173339844
4864,car,93674,50,118.82940673828125
4865,car,93693,55,140.8160400390625
4866,car,93720,49,171.2930908203125
4867,car,93764,52,153.79180908203125
4868,bus,93771,1,164.3228759765625
4869,truck,93776,4,153.6923828125
4870,car,93788,11,132.1483154296875
4871,car,93789,2,130.7734375
4872,car,93813,4,61.0528564453125
4873,truck,93817,8,415.6100158691406
4874,car,93844,46,156.47816467285156
4875,car,93852,2,108.39349365234375
4876,car,93869,44,181.61279296875
4877,car,93895,7,113.6314697265625
4878,car,93901,53,164.48809814453125
4879,truck,93931,22,191.69654846191406
4880,car,93931,9,185.91867065429688
4881,car,93936,52,148.0269775390625
4882,car,93938,51,184.80250549316406
4883,car,93970,49,121.2281494140625
4884,car,94019,62,129.25384521484375
4885,car,94048,15,126.2244873046875
4886,truck,94064,36,404.39288330078125
4887,car,94095,1,77.07470703125
4888,car,94134,36,170.63299560546875
4889,motorcycle,94144,6,64.5054931640625
4890,car,94149,68,127.9981689453125
4891,car,94167,48,156.26593017578125
4892,bus,94170,40,151.6385498046875
4893,truck,94201,47,153.2724609375
4894,car,94219,2,119.9862060546875
4895,car,94238,55,130.14971923828125
4896,truck,94258,26,415.8378601074219
4897,car,94301,36,207.063720703125
4898,car,94338,5,121.3060302734375
4899,truck,94343,23,274.413818359375
4900,car,94361,1,153.75830078125
4901,car,94376,1,136.39773559570312
4902,car,94399,48,187.24810791015625
4903,car,94399,10,103.340087890625
4904,car,94401,23,114.13275146484375
4905,train,94420,39,399.07916259765625
4906,car,94447,34,129.7806396484375
4907,car,94452,42,190.84625244140625
4908,car,94469,32,112.12640380859375
4909,car,94476,21,154.37811279296875
4910,car,94595,42,134.6934814453125
4911,car,94627,38,132.8651123046875
4912,motorcycle,94636,2,41.73828125
4913,car,94655,42,145.14263916015625
4914,truck,94676,3,124.5242919921875
4915,truck,94676,21,146.18524169921875
4916,car,94686,11,120.30419921875
4917,car,94701,49,141.4383544921875
4918,car,94729,37,136.7923583984375
4919,truck,94742,13,402.4090881347656
4920,train,94781,4,555.5939636230469
4921,car,94804,48,138.7078857421875
4922,car,94815,33,132.63909912109375
4923,car,94824,47,166.175537109375
4924,train,94845,6,410.44854736328125
4925,car,94876,30,124.4925537109375
4926,car,94877,51,165.33546447753906
4927,motorcycle,94895,5,64.61865234375
4928,motorcycle,94908,1,58.7093505859375
4929,motorcycle,94912,1,56.3988037109375
4930,truck,94916,3,185.9393310546875
4931,car,94924,62,121.4234619140625
4932,car,94943,51,149.71189880371094
4933,car,94962,47,163.65924072265625
4934,car,94981,38,120.860595703125
4935,bus,94991,4,402.93438720703125
4936,bus,95035,4,407.17626953125
4937,train,95042,16,530.1578979492188
4938,car,95058,41,136.8011474609375
4939,car,95093,53,157.72821044921875
4940,motorcycle,95097,1,53.114990234375
4941,motorcycle,95101,2,50.6888427734375
4942,truck,95119,30,230.78375244140625
4943,car,95148,23,131.17822265625
4944,car,95155,41,148.03466796875
4945,car,95192,51,115.83587646484375
4946,car,95215,46,157.96875
4947,bus,95258,19,145.499755859375
4948,train,95266,1,266.69932556152344
4949,train,95284,1,231.162841796875
4950,car,95293,8,196.29608154296875
4951,truck,95354,52,309.3720703125
4952,car,95366,41,164.806640625
4953,car,95389,45,121.5697021484375
4954,car,95410,55,133.5888671875
4955,truck,95454,29,417.6684875488281
4956,truck,95504,22,230.53758239746094
4957,car,95514,45,171.26739501953125
